en,zh,k_en,k_zh,k_min,assigned_domain,confidence,vote_breakdown
keeping,維持秩序,8,1,1,civil,0.2857,"{""civil"": 2, ""criminal"": 1, ""labor_social"": 1, ""administrative"": 2, ""international"": 1}"
key,公開密碼匙基礎建設,8,0,0,administrative,0.2857,"{""administrative"": 2, ""procedure"": 2, ""constitutional"": 2, ""civil"": 1}"
kidnapping,綁架,3,3,3,criminal,0.7143,"{""criminal"": 5, ""civil"": 1, ""labor_social"": 1}"
kim tiu marriage,兼祧婚姻,2,3,2,civil,0.7143,"{""civil"": 5, ""constitutional"": 1, ""international"": 1}"
kind,品類,8,8,8,civil,0.5714,"{""labor_social"": 2, ""constitutional"": 1, ""civil"": 4}"
kinship,親屬關係,2,6,2,civil,0.5714,"{""international"": 3, ""civil"": 4}"
kit fat,髮妻,6,3,3,civil,0.2857,"{""civil"": 2, ""labor_social"": 2, ""constitutional"": 1, ""criminal"": 2}"
knowing,明知,8,8,8,criminal,0.4286,"{""criminal"": 3, ""procedure"": 2, ""civil"": 1, ""administrative"": 1}"
known,最後為人所知,8,8,8,procedure,0.5714,"{""procedure"": 4, ""criminal"": 2, ""international"": 1}"
lack,非經精密策劃,8,0,0,civil,0.5714,"{""criminal"": 1, ""civil"": 4, ""labor_social"": 2}"
Land Development Corporation,土發公司,3,3,3,civil,0.4286,"{""civil"": 3, ""constitutional"": 3, ""international"": 1}"
Land Office,田土註冊處,7,5,5,civil,0.7143,"{""civil"": 5, ""labor_social"": 1, ""constitutional"": 1}"
landfill,堆填區,8,8,8,criminal,0.4286,"{""administrative"": 1, ""civil"": 2, ""labor_social"": 1, ""criminal"": 3}"
landing,層站,8,6,6,civil,0.4286,"{""civil"": 3, ""procedure"": 1, ""criminal"": 1, ""international"": 1, ""administrative"": 1}"
landscape,作環境美化,8,1,1,civil,0.4286,"{""civil"": 3, ""international"": 2, ""constitutional"": 1, ""labor_social"": 1}"
language,通曉這兩種語文的任何一種,8,0,0,constitutional,0.4286,"{""administrative"": 1, ""constitutional"": 3, ""labor_social"": 1, ""civil"": 1, ""international"": 1}"
large,大額申索,8,0,0,labor_social,0.2857,"{""international"": 1, ""labor_social"": 2, ""civil"": 2, ""procedure"": 1, ""criminal"": 1}"
laser,雷射器,8,1,1,international,0.4286,"{""administrative"": 1, ""labor_social"": 2, ""international"": 3, ""civil"": 1}"
last known,最後所知,8,8,8,procedure,0.4286,"{""administrative"": 1, ""procedure"": 3, ""labor_social"": 1, ""criminal"": 1, ""constitutional"": 1}"
later,兩者以較後者為準,8,8,8,labor_social,0.4286,"{""civil"": 1, ""international"": 1, ""labor_social"": 3, ""criminal"": 1, ""administrative"": 1}"
latest,最近期,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""constitutional"": 1, ""international"": 1, ""administrative"": 1}"
launch,投射,8,8,8,administrative,0.4286,"{""procedure"": 1, ""administrative"": 3, ""labor_social"": 1, ""criminal"": 1, ""civil"": 1}"
launder,清洗,1,8,1,civil,0.5714,"{""civil"": 4, ""criminal"": 2, ""international"": 1}"
lawfully,合法受託,8,0,0,criminal,0.5714,"{""criminal"": 4, ""procedure"": 2, ""administrative"": 1}"
lawfulness,拘禁是否合法,3,1,1,criminal,0.4286,"{""procedure"": 2, ""criminal"": 3, ""administrative"": 2}"
lay,非法律專業當事人,8,0,0,civil,0.5714,"{""civil"": 4, ""criminal"": 1, ""procedure"": 1, ""labor_social"": 1}"
lay-off,停工,3,8,3,labor_social,0.7143,"{""labor_social"": 5, ""administrative"": 1, ""civil"": 1}"
layout,布局,8,8,8,constitutional,0.4286,"{""constitutional"": 3, ""labor_social"": 3, ""international"": 1}"
lead,牽頭原告人,8,0,0,criminal,0.5714,"{""criminal"": 4, ""procedure"": 1, ""labor_social"": 1, ""constitutional"": 1}"
ledger,分類帳,8,8,8,civil,0.5714,"{""civil"": 4, ""labor_social"": 2, ""criminal"": 1}"
left-hand,非左軚車輛,8,4,4,labor_social,0.4286,"{""labor_social"": 3, ""international"": 1, ""administrative"": 1, ""civil"": 2}"
legal aid,法律援助,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""procedure"": 3, ""criminal"": 1}"
legally competent,在法律上不合乎資格,2,2,2,procedure,0.4286,"{""procedure"": 3, ""criminal"": 2, ""administrative"": 2}"
legally represented,無法律代表,8,8,8,constitutional,0.2857,"{""constitutional"": 2, ""procedure"": 2, ""labor_social"": 1, ""civil"": 2}"
legatee,受遺贈人,3,2,2,criminal,0.2857,"{""criminal"": 2, ""civil"": 1, ""procedure"": 1, ""labor_social"": 1, ""international"": 1, ""constitutional"": 1}"
legation,公使館,1,1,1,international,0.4286,"{""international"": 3, ""civil"": 1, ""constitutional"": 2, ""administrative"": 1}"
legend,圖例,8,8,8,procedure,0.2857,"{""procedure"": 2, ""civil"": 1, ""international"": 1, ""labor_social"": 1, ""constitutional"": 1, ""criminal"": 1}"
legibly,以可閱字迹,8,1,1,procedure,0.5714,"{""criminal"": 2, ""administrative"": 1, ""procedure"": 4}"
legitimated,獲確立婚生地位子女,8,1,1,procedure,0.5714,"{""criminal"": 2, ""administrative"": 1, ""procedure"": 4}"
legitimately,合法地,2,8,2,criminal,0.5714,"{""criminal"": 4, ""administrative"": 1, ""procedure"": 2}"
legitimation,婚生地位的確立,7,2,2,procedure,0.5714,"{""administrative"": 2, ""procedure"": 4, ""civil"": 1}"
lend,借出款項,8,8,8,civil,1.0,"{""civil"": 7}"
lending,掠奪性貸款,8,0,0,labor_social,0.4286,"{""civil"": 2, ""labor_social"": 3, ""criminal"": 1, ""international"": 1}"
length,整體刑期,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""procedure"": 2, ""international"": 1, ""civil"": 1}"
leniency,寬待協議,4,4,4,criminal,0.5714,"{""procedure"": 1, ""administrative"": 2, ""criminal"": 4}"
less,扣除,8,8,8,criminal,0.4286,"{""procedure"": 1, ""criminal"": 3, ""civil"": 1, ""constitutional"": 1, ""international"": 1}"
lesser,較輕微罪行的裁決,8,0,0,international,0.4286,"{""criminal"": 1, ""international"": 3, ""civil"": 2, ""procedure"": 1}"
letter of credit,信用狀,8,8,8,procedure,0.4286,"{""civil"": 2, ""procedure"": 3, ""criminal"": 1, ""administrative"": 1}"
letting,獨立分租,8,0,0,civil,0.7143,"{""civil"": 5, ""procedure"": 1, ""administrative"": 1}"
level,量刑等級,8,0,0,labor_social,0.7143,"{""labor_social"": 5, ""constitutional"": 2}"
levelling,土地平整,3,1,1,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 2, ""procedure"": 2}"
leveraged,高槓桿,8,1,1,civil,0.7143,"{""civil"": 5, ""labor_social"": 1, ""criminal"": 1}"
leviable,可徵費,8,2,2,procedure,0.2857,"{""labor_social"": 1, ""administrative"": 1, ""procedure"": 2, ""criminal"": 1, ""civil"": 1, ""constitutional"": 1}"
libellous,帶永久形式誹謗的文字,2,2,2,criminal,1.0,"{""criminal"": 7}"
liberal,寬鬆的解釋,5,0,0,constitutional,0.4286,"{""constitutional"": 3, ""labor_social"": 1, ""criminal"": 2, ""procedure"": 1}"
licence year,牌照年度,2,3,2,administrative,0.7143,"{""administrative"": 5, ""civil"": 1, ""labor_social"": 1}"
licensing,發出牌照,8,8,8,administrative,0.7143,"{""administrative"": 5, ""civil"": 1, ""procedure"": 1}"
licensor,特許人,4,1,1,civil,0.5714,"{""civil"": 4, ""administrative"": 1, ""procedure"": 2}"
licit,合法,0,8,0,administrative,0.2857,"{""administrative"": 2, ""civil"": 1, ""criminal"": 2, ""procedure"": 1, ""labor_social"": 1}"
lie,具關鍵性的謊言,8,0,0,criminal,0.8571,"{""criminal"": 6, ""civil"": 1}"
lifetime,在死者生前,8,1,1,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 1, ""constitutional"": 1, ""international"": 1, ""procedure"": 1}"
lift,升降機,8,8,8,labor_social,0.4286,"{""administrative"": 1, ""civil"": 2, ""labor_social"": 3, ""constitutional"": 1}"
light,有助闡明……,8,0,0,labor_social,0.4286,"{""constitutional"": 1, ""labor_social"": 3, ""criminal"": 1, ""administrative"": 1, ""international"": 1}"
lighter,鋼駁船,8,2,2,procedure,0.4286,"{""civil"": 1, ""criminal"": 1, ""labor_social"": 2, ""procedure"": 3}"
lighting,照明器具,8,3,3,labor_social,0.5714,"{""labor_social"": 4, ""administrative"": 2, ""international"": 1}"
like,同樣,8,8,8,procedure,0.5714,"{""procedure"": 4, ""constitutional"": 2, ""administrative"": 1}"
likelihood,可能性,8,8,8,procedure,0.7143,"{""procedure"": 5, ""civil"": 1, ""criminal"": 1}"
likely,相當可能,8,8,8,criminal,0.4286,"{""criminal"": 3, ""procedure"": 3, ""labor_social"": 1}"
likeness,並非在合理程度上與……相似,5,0,0,procedure,0.2857,"{""procedure"": 2, ""constitutional"": 2, ""civil"": 2, ""international"": 1}"
likewise,同樣地,8,8,8,criminal,0.2857,"{""constitutional"": 1, ""administrative"": 1, ""labor_social"": 1, ""criminal"": 2, ""procedure"": 2}"
limiting,在不局限……的原則下,8,0,0,criminal,0.4286,"{""procedure"": 1, ""criminal"": 3, ""international"": 1, ""administrative"": 1, ""civil"": 1}"
linear,線性地遞減,8,4,4,labor_social,0.2857,"{""labor_social"": 2, ""international"": 2, ""civil"": 1, ""criminal"": 1, ""administrative"": 1}"
link,因果關係,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 2, ""international"": 1, ""procedure"": 1}"
liquefied gas,液化氣體船,8,8,8,international,0.5714,"{""international"": 4, ""labor_social"": 2, ""administrative"": 1}"
liquidity,流動資金,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 3, ""criminal"": 1}"
literally,按字面理解,1,1,1,criminal,0.7143,"{""constitutional"": 2, ""criminal"": 5}"
literary,進行……文學藝術創作……的自由,8,0,0,constitutional,0.2857,"{""constitutional"": 2, ""procedure"": 1, ""labor_social"": 2, ""criminal"": 2}"
littering,拋棄垃圾的罪行,4,1,1,criminal,1.0,"{""criminal"": 7}"
live,當前爭議問題,8,0,0,labor_social,0.4286,"{""administrative"": 1, ""constitutional"": 1, ""labor_social"": 3, ""procedure"": 2}"
livestock waste,禽畜廢物,8,8,8,labor_social,0.4286,"{""civil"": 1, ""labor_social"": 3, ""criminal"": 2, ""administrative"": 1}"
living,在生原告人,8,0,0,labor_social,0.7143,"{""civil"": 1, ""labor_social"": 5, ""constitutional"": 1}"
loading,負荷量,8,7,7,administrative,0.4286,"{""administrative"": 3, ""constitutional"": 1, ""labor_social"": 3}"
Loan Fund,貸款基金,5,5,5,civil,0.5714,"{""labor_social"": 2, ""civil"": 4, ""criminal"": 1}"
local,地方主管當局,8,2,2,labor_social,0.5714,"{""constitutional"": 1, ""labor_social"": 4, ""international"": 2}"
locality,地區,8,8,8,constitutional,0.4286,"{""international"": 2, ""constitutional"": 3, ""civil"": 2}"
location,所在,8,8,8,labor_social,0.4286,"{""administrative"": 1, ""labor_social"": 3, ""civil"": 1, ""international"": 1, ""constitutional"": 1}"
lockout,閉廠,0,3,0,criminal,0.7143,"{""labor_social"": 2, ""criminal"": 5}"
lock-up,臨時拘押所,3,0,0,criminal,0.8571,"{""criminal"": 6, ""civil"": 1}"
lodging,寓所,8,8,8,civil,0.4286,"{""civil"": 3, ""international"": 2, ""labor_social"": 1, ""administrative"": 1}"
lodging-house,不供膳食的旅舍,2,1,1,civil,0.7143,"{""civil"": 5, ""labor_social"": 1, ""international"": 1}"
lodgment,交存通知書,8,4,4,administrative,0.2857,"{""procedure"": 1, ""international"": 1, ""civil"": 1, ""administrative"": 2, ""labor_social"": 1, ""constitutional"": 1}"
log-book,工作日誌,8,8,8,administrative,0.5714,"{""administrative"": 4, ""labor_social"": 3}"
logo,標識,8,8,8,administrative,0.4286,"{""labor_social"": 2, ""procedure"": 1, ""administrative"": 3, ""civil"": 1}"
loiter,遊蕩,8,8,8,criminal,0.5714,"{""criminal"": 4, ""international"": 1, ""labor_social"": 1, ""administrative"": 1}"
long,在……的時間內,8,0,0,labor_social,0.5714,"{""labor_social"": 4, ""civil"": 1, ""international"": 2}"
loose,散裝,8,8,8,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 2, ""criminal"": 2, ""administrative"": 1}"
loose-leaf,香港法例活頁版,8,0,0,labor_social,0.4286,"{""administrative"": 2, ""labor_social"": 3, ""criminal"": 1, ""procedure"": 1}"
lose,遺失,8,8,8,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 2, ""constitutional"": 1, ""criminal"": 2}"
lost,失去的年歲,8,0,0,labor_social,0.2857,"{""criminal"": 1, ""labor_social"": 2, ""international"": 2, ""constitutional"": 1, ""procedure"": 1}"
lot,地段,8,8,8,civil,0.5714,"{""labor_social"": 2, ""civil"": 4, ""international"": 1}"
Lotteries Fund,獎券基金,8,8,8,civil,0.7143,"{""labor_social"": 2, ""civil"": 5}"
lottery,獎券活動日期,8,0,0,constitutional,0.4286,"{""constitutional"": 3, ""labor_social"": 1, ""civil"": 2, ""procedure"": 1}"
lunacy,精神錯亂,4,8,4,criminal,1.0,"{""criminal"": 7}"
lunar,農曆月,7,3,3,civil,0.4286,"{""civil"": 3, ""labor_social"": 2, ""criminal"": 1, ""international"": 1}"
machinery,提供一套機制……,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""international"": 2, ""administrative"": 1, ""constitutional"": 1}"
magisterial,裁判程序,3,1,1,civil,0.2857,"{""labor_social"": 1, ""civil"": 2, ""administrative"": 1, ""criminal"": 1, ""constitutional"": 2}"
magistracy,裁判法院上訴案件,8,0,0,constitutional,0.4286,"{""constitutional"": 3, ""procedure"": 2, ""criminal"": 1, ""administrative"": 1}"
Magistrate's Case Register,裁判官的案件登記冊,0,2,0,administrative,0.4286,"{""administrative"": 3, ""procedure"": 3, ""criminal"": 1}"
maiden surname,婚前姓氏,6,5,5,civil,0.7143,"{""civil"": 5, ""procedure"": 1, ""administrative"": 1}"
mail,藉……通郵方式,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 1, ""international"": 1, ""civil"": 1, ""constitutional"": 1}"
maim,使……受殘害,0,0,0,labor_social,0.4286,"{""labor_social"": 3, ""international"": 2, ""criminal"": 1, ""administrative"": 1}"
Mainland,內地,8,8,8,international,0.4286,"{""international"": 3, ""constitutional"": 2, ""civil"": 2}"
mainly,完全或主要,8,8,8,constitutional,0.2857,"{""constitutional"": 2, ""international"": 2, ""labor_social"": 2, ""procedure"": 1}"
maintain,供養,8,8,8,administrative,0.7143,"{""administrative"": 5, ""labor_social"": 1, ""procedure"": 1}"
maintainable,不能確立,7,6,6,procedure,0.4286,"{""administrative"": 1, ""procedure"": 3, ""labor_social"": 2, ""civil"": 1}"
make,作出申述,8,8,8,procedure,0.4286,"{""procedure"": 3, ""constitutional"": 2, ""labor_social"": 1, ""criminal"": 1}"
make public,公布,5,8,5,procedure,0.5714,"{""procedure"": 4, ""administrative"": 1, ""constitutional"": 1, ""international"": 1}"
maker,市場莊家,8,6,6,civil,0.5714,"{""labor_social"": 1, ""civil"": 4, ""constitutional"": 1, ""procedure"": 1}"
mala fides,惡意,1,8,1,procedure,0.4286,"{""procedure"": 3, ""criminal"": 3, ""civil"": 1}"
maladministration,行政失當,4,4,4,administrative,0.4286,"{""administrative"": 3, ""criminal"": 2, ""procedure"": 1, ""labor_social"": 1}"
male,男子與男性精神上無行為能力的人作出嚴重猥褻作為,8,0,0,labor_social,0.7143,"{""labor_social"": 5, ""constitutional"": 1, ""criminal"": 1}"
malformation,畸形,2,7,2,criminal,0.4286,"{""criminal"": 3, ""administrative"": 2, ""labor_social"": 2}"
malfunction,機能失常,8,5,5,criminal,0.5714,"{""criminal"": 4, ""labor_social"": 1, ""procedure"": 1, ""administrative"": 1}"
maliciously,惡意,8,8,8,criminal,1.0,"{""criminal"": 7}"
malinger,裝病,0,4,0,criminal,0.8571,"{""criminal"": 6, ""civil"": 1}"
malpractice,醫療失當,1,0,0,criminal,0.4286,"{""criminal"": 3, ""labor_social"": 1, ""administrative"": 1, ""civil"": 2}"
man,合理的人的標準,8,0,0,labor_social,0.5714,"{""labor_social"": 4, ""civil"": 1, ""constitutional"": 2}"
manage,管控資產,8,0,0,administrative,0.4286,"{""labor_social"": 2, ""administrative"": 3, ""procedure"": 1, ""constitutional"": 1}"
manageable,可加以管理,3,3,3,labor_social,0.4286,"{""procedure"": 2, ""labor_social"": 3, ""civil"": 1, ""constitutional"": 1}"
manager,管理人,8,8,8,labor_social,0.7143,"{""labor_social"": 5, ""constitutional"": 2}"
managing,主管船東,8,1,1,administrative,0.5714,"{""labor_social"": 2, ""administrative"": 4, ""constitutional"": 1}"
mandamus,履行責任令,8,2,2,criminal,0.4286,"{""criminal"": 3, ""procedure"": 3, ""constitutional"": 1}"
mandated,受托管領土,2,0,0,administrative,0.8571,"{""civil"": 1, ""administrative"": 6}"
manifestly,明顯過重,8,2,2,criminal,0.7143,"{""criminal"": 5, ""administrative"": 1, ""procedure"": 1}"
manipulation,操縱證券市場,6,1,1,criminal,0.5714,"{""labor_social"": 1, ""criminal"": 4, ""civil"": 1, ""administrative"": 1}"
manner,作出……擾亂秩序的行為,8,0,0,criminal,0.5714,"{""criminal"": 4, ""civil"": 1, ""procedure"": 1, ""international"": 1}"
manufactory,製造秘密,2,3,2,labor_social,0.5714,"{""labor_social"": 4, ""civil"": 2, ""constitutional"": 1}"
manufacturer,製造商的保證,8,4,4,labor_social,0.5714,"{""civil"": 3, ""labor_social"": 4}"
manuscript,手稿,8,8,8,procedure,0.2857,"{""procedure"": 2, ""civil"": 2, ""administrative"": 1, ""labor_social"": 2}"
map,香港特別行政區的行政區域圖,8,0,0,administrative,0.4286,"{""administrative"": 3, ""civil"": 2, ""labor_social"": 1, ""constitutional"": 1}"
margin,酌情判斷餘地,8,0,0,civil,0.5714,"{""international"": 1, ""civil"": 4, ""labor_social"": 2}"
margining,追繳保證金,3,8,3,civil,0.4286,"{""international"": 1, ""civil"": 3, ""administrative"": 1, ""labor_social"": 2}"
Marine Police Base,水警基地,2,2,2,international,0.5714,"{""international"": 4, ""civil"": 1, ""labor_social"": 1, ""criminal"": 1}"
market town,墟鎮,8,8,8,civil,0.5714,"{""international"": 1, ""labor_social"": 1, ""civil"": 4, ""constitutional"": 1}"
market value,市值,8,8,8,civil,0.4286,"{""civil"": 3, ""labor_social"": 3, ""international"": 1}"
marketability,可出售性,1,1,1,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 2, ""administrative"": 2, ""constitutional"": 1}"
marketing,銷售,8,8,8,labor_social,0.7143,"{""labor_social"": 5, ""international"": 1, ""administrative"": 1}"
marking,標記,8,8,8,administrative,0.2857,"{""administrative"": 2, ""international"": 1, ""procedure"": 2, ""civil"": 2}"
markup,標高價,2,2,2,administrative,0.4286,"{""administrative"": 3, ""civil"": 2, ""international"": 1, ""labor_social"": 1}"
married,已婚但與配偶分開居住,8,1,1,labor_social,0.4286,"{""civil"": 2, ""criminal"": 1, ""labor_social"": 3, ""procedure"": 1}"
Marshal,執行官,0,4,0,procedure,0.2857,"{""constitutional"": 1, ""procedure"": 2, ""labor_social"": 1, ""administrative"": 1, ""criminal"": 1, ""international"": 1}"
massage establishment,按摩院,8,8,8,labor_social,0.7143,"{""civil"": 1, ""labor_social"": 5, ""administrative"": 1}"
